X,Y,Moran's I
191,388,5.6209670174515285
430,339,-2.758944575963562
65,226,8.739021564504089
52,94,-1.854851683053695
52,79,1.578338137806985
263,336,-8.494853498327958
79,0,6.581085886112829
4,58,3.0570527153181035
68,275,-7.155226070133169
365,80,-1.0411179395878338
197,271,4.735973819837636
108,109,-5.3865777567768856
481,411,18.26579598919883
633,187,-1.7897173833127418
502,115,-4.199669162144101
243,307,-1.6429267578885882
391,378,-4.508945844297859
146,89,-1.1102175021687453
16,58,3.0914756009042437
604,247,-2.444254703853174
455,361,1.1491154542196453
122,419,-0.824190564428269
392,277,-28.513893642334647
261,408,-11.110756835290639
627,346,7.181950382648406
171,231,196.23843745146033
238,125,-3.3802413269652654
238,16,3.423139950209557
560,476,8.003336611107251
383,190,-3.204539034764138
289,189,0.8889616589531979
127,246,-1.7813515494618126
579,416,-3.5703142015927503
458,445,-4.94831501548096
381,103,-0.9739519873967378
158,179,22.214715445789494
485,5,8.781832634277924
627,100,-3.1746470562290545
585,158,-2.7120934764219586
30,69,0.27470246102356716
476,249,0.782473691541048
494,141,13.785146011382617
169,238,1.1667884529528738
466,302,1.6102286263128571
78,137,-1.3534411095332242
514,220,2.7179301094048456
388,445,4.900823030198369
399,60,2.6917736496044284
75,377,-4.2006306937366125
530,284,0.0036588966090714313
413,246,-8.871880430903188
140,112,5.595208139977671
154,247,-5.7180327236173305
628,277,-68.46415868142459
446,328,0.7135521130437013
290,32,5.803732664195048
65,167,1.159313227382019
482,288,39.43282741151044
51,364,3.1902607008466752
617,204,1.3214103730719056
436,146,4.749293234096232
369,220,0.5456746572214447
46,199,0.25507868819565216
146,478,-2.135581940292182
65,113,1.006864366423812
609,360,-0.35122639179980514
161,169,1.800705156002861
628,83,-1.5728847714050795
319,131,-2.7347729457209815
475,166,-9.841966381290558
583,101,0.5697895694012792
521,80,2.6487581458176805
605,132,-3.355451478850288
18,197,-0.9306589708753493
331,208,0.7589976561360743
551,186,1.5516761679412556
250,49,6.071575327777836
477,90,9.608944543734331
410,72,2.927414796548292
303,94,10.954332505383492
226,29,-2.5723352125764665
59,372,5.332669889807292
254,45,-1.8534611602392417
527,113,18.76245348449054
113,189,-3.0300185460431233
356,229,4.637443016895644
535,289,-1.9893189986425548
484,451,-3.5983755121556094
600,317,-49.733717612588194
234,142,0.9847698089682252
360,17,-297.63970425178223
522,432,-0.4216923604946266
104,266,2.134317034422614
388,132,1.7713944388031675
257,69,10.648879961618169
561,405,-0.9816939518647865
29,110,-6.358844487634208
471,214,-10.691803229061277
200,289,-3.245862851370748
396,460,-0.38750515353237
