X,Y,Moran's I
179,131,-9.525611955808623
550,398,1.3367297763101262
215,83,-12.427891631959143
107,290,3.7593542557339665
214,230,-1.0077428032972064
263,272,-0.8169238385203045
324,235,-2.225813918678066
333,145,-4.059573680633772
165,63,8.154079999778707
629,175,5.12672569130008
302,361,-1.9379608894201283
437,134,-1.3214381028632347
293,214,-1.2111607538238653
463,352,-7.410405449060952
226,5,4.71482803399934
383,460,-3.1432221788814063
544,0,-1.0177071714663488
146,418,9.501261056889344
438,156,-1.1832023696140896
400,478,-24.43623699877765
529,148,-0.16979349619925221
397,359,0.44562158520893336
534,406,2.8666741698764477
631,194,-16.9742694297104
359,407,-0.9474019570212676
37,426,-2.6221626804709657
476,360,-10.421933424913568
210,353,-0.9972107346432295
271,322,4.416783030424986
328,5,4.248703605455685
415,196,25.074435858081916
497,19,3.659359453650891
483,333,0.27636640601818413
215,382,5.042282646932897
566,189,14.053166646720738
2,194,-3.884197962178454
41,123,0.7003774009002439
623,320,-0.5781598135785027
200,223,1.2188058399076436
462,140,1.822478766775754
574,120,-29.713996184747888
369,218,0.28243971135233237
165,140,-11.172592282982416
51,253,3.663617643883128
352,430,0.9860678922010742
374,387,-0.5529648186630634
304,407,5.009532754584174
103,280,6.0734208210414256
577,146,-11.191218641201873
111,120,2.655293685518589
346,453,1.942967355619437
552,284,-2.844723773423676
187,10,4.424574278231195
448,387,-1.9904049959533403
86,261,1.028193013117776
275,330,6.258019936023463
189,23,-1.6101704444724627
251,131,1.9763957433156534
7,338,-0.307904452122007
291,303,0.1802755938528929
185,358,-2.5768988355860327
98,1,-2.1208870320097
608,32,-2.398600816775313
5,84,18.955816416800538
8,146,-43.656239232865495
43,71,3.2812630001765832
533,374,-0.2713896398603434
79,417,4.476140723906068
18,315,-7.369793241787851
208,27,2.640039401661955
295,194,1.6537654235824701
161,195,1.5720348682587562
577,219,9.40055226763561
163,111,-3.9225835988898727
416,309,25.074435858081916
41,442,19.394993878133434
379,474,7.115483469727502
563,281,2.716286011239211
99,390,0.19241739033430233
425,317,2.8317342293509795
556,344,10.682070644924885
45,106,3.6035304152155225
570,363,7.51340367006434
195,4,-5.110649431161919
249,137,1.4025909698364196
447,233,0.5674881000984936
512,36,-2.627158228486174
331,77,1.4308144243095517
444,172,1.4152842985438334
7,448,8.64267273898288
572,439,12.101041950084937
154,159,-6.105074106402526
274,248,-5.608453282626063
595,33,5.735385287960185
478,333,-0.343527973367524
505,282,-1.4429422794292703
526,308,1.382230078353833
395,299,0.7849971779634913
74,226,3.5748134809165717
298,206,-7.5670796605232535
